Account,Final_Score,Final_Decision
10848225324,103,Reject
10189893355,176,Refer
10219962958,314,Accept
10389519471,351,Accept
10572496998,227,Refer
10975629700,189,Refer
10873332038,385,Accept
10944496928,273,Refer
10432349124,226,Refer
10052212432,252,Refer
10044947439,323,Accept
10500438648,114,Reject
10097494419,343,Accept
10497184540,235,Refer
10247198971,126,Reject
10498757145,221,Refer
10310017747,270,Refer
10979461667,321,Accept
10254840967,156,Refer
10569343934,218,Refer
10804236655,300,Refer
10116721440,291,Refer
10860716847,321,Accept
10884885979,161,Refer
10322186431,254,Refer
10246581272,189,Refer
10634153533,195,Refer
10523524981,322,Accept
10401377383,237,Refer
10485800498,281,Refer
10490474278,423,Accept
10761158495,311,Accept
10131560398,417,Accept
10063095152,238,Refer
10307188778,103,Reject
10264728017,294,Refer
10428468168,365,Accept
10334907320,271,Refer
10202145037,49,Reject
10570205016,332,Accept
10723344884,265,Refer
10044019065,128,Reject
10216749183,318,Accept
10967696247,146,Refer
10306209737,27,Reject
10365082955,253,Refer
10351624767,319,Accept
10303413880,137,Reject
10714847232,98,Reject
10576973670,266,Refer
10956546895,163,Refer
10798081801,181,Refer
10427195650,331,Accept
10286019712,168,Refer
10231473312,385,Accept
10537922351,248,Refer
10808707117,98,Reject
10113776233,267,Refer
10314987615,351,Accept
10519258350,197,Refer
10695584421,265,Refer
10345804315,385,Accept
10890454517,132,Reject
10428624451,153,Refer
10807590927,352,Accept
10064448719,183,Refer
10329592636,357,Accept
10603311752,146,Refer
10782465581,261,Refer
10168337741,166,Refer
10551411746,332,Accept
10169835353,120,Reject
10191604608,197,Refer
10828053607,314,Accept
10184808336,290,Refer
10093947472,307,Accept
10070173522,98,Reject
10424672155,200,Refer
10861412028,417,Accept
10393471430,305,Accept
10143998165,287,Refer
10938405180,224,Refer
10522461903,417,Accept
10160951722,149,Refer
10700926064,271,Refer
10815315218,450,Accept
10104809708,329,Accept
10205241300,288,Refer
10585840130,405,Accept
10091999423,262,Refer
10448396114,343,Accept
10926183178,246,Refer
10774597534,218,Refer
10091658697,168,Refer
10245398707,82,Reject
10464646878,203,Refer
10623960418,262,Refer
10062795438,103,Reject
10400511206,187,Refer
10456773116,326,Accept
10038905287,379,Accept
10394512974,301,Refer
10177515981,117,Reject
10664486874,178,Refer
10135755868,81,Reject
10592193284,195,Refer
10866190617,133,Reject
10239919706,342,Accept
10501638651,211,Refer
10341995825,168,Refer
10848384987,363,Accept
10060857292,276,Refer
10232651158,386,Accept
10356911759,278,Refer
10508283354,298,Refer
10290820840,210,Refer
10320052290,188,Refer
10633926287,129,Reject
10911831514,314,Accept
10100600458,313,Accept
10079016972,373,Accept
10620360622,330,Accept
10100661170,180,Refer
10483314315,304,Accept
10242154857,66,Reject
10682254823,206,Refer
10652911038,149,Refer
10332951113,306,Accept
10861219168,309,Accept
10305706515,166,Refer
10811356071,166,Refer
10286390329,333,Accept
10611198105,428,Accept
10682018883,276,Refer
10593745005,428,Accept
10452478873,178,Refer
10007793407,257,Refer
10957912070,340,Accept
10720294846,283,Refer
10727313467,320,Accept
10314535203,326,Accept
10835792830,389,Accept
10977441293,259,Refer
10805108939,238,Refer
10485774979,115,Reject
10083070638,315,Accept
10114453516,116,Reject
10024739143,271,Refer
10856721531,158,Refer
10185829127,385,Accept
10471805170,288,Refer
10307760696,337,Accept
10966073811,288,Refer
10395117934,292,Refer
10558933176,216,Refer
10720713296,273,Refer
10651110677,288,Refer
10448513234,232,Refer
10543985022,294,Refer
10892342594,288,Refer
10282962907,407,Accept
10345228161,171,Refer
10862716712,294,Refer
10861033558,342,Accept
10465286488,217,Refer
10149731007,161,Refer
10516110260,161,Refer
10711480910,129,Reject
10861327311,233,Refer
10068489230,258,Refer
10950165703,352,Accept
10856021200,223,Refer
10680656634,239,Refer
10620515842,156,Refer
10762079507,314,Accept
10064457777,251,Refer
10212150179,356,Accept
10963181769,178,Refer
10583815681,373,Accept
10951672474,382,Accept
10899534147,262,Refer
10604268329,245,Refer
10545679912,288,Refer
10463315163,283,Refer
10139508556,373,Accept
10772893736,355,Accept
10789996575,351,Accept
10889140064,147,Refer
10286996574,450,Accept
10796220303,200,Refer
10332679969,278,Refer
10497552782,385,Accept
10499250575,411,Accept
10343658414,211,Refer
10846790908,69,Reject
10914563070,352,Accept
10654988839,185,Refer
10931038790,246,Refer
10076629231,328,Accept
10931388916,266,Refer
10662194840,407,Accept
10570784978,61,Reject
10462179589,234,Refer
10583283766,297,Refer
10177188056,119,Reject
10432610825,363,Accept
10806190643,363,Accept
10839633252,307,Accept
10830902865,223,Refer
10266793809,170,Refer
10361635056,103,Reject
10000228412,173,Refer
10870180224,325,Accept
10101170096,311,Accept
10500240702,233,Refer
10038667352,241,Refer
10175220894,242,Refer
10630188479,183,Refer
10123254346,373,Accept
10674500691,264,Refer
10342538574,230,Refer
10769898573,245,Refer
10930141634,180,Refer
10919797486,407,Accept
10171599940,247,Refer
10959820956,341,Accept
10964741251,354,Accept
10949681126,428,Accept
10566273995,202,Refer
10527951888,360,Accept
10189638465,80,Reject
10484045517,208,Refer
10131912744,251,Refer
10585519862,63,Reject
10852468034,385,Accept
10292720871,249,Refer
10651037196,299,Refer
10272765321,249,Refer
10055375899,401,Accept
10668902884,337,Accept
10979219264,351,Accept
10508456345,328,Accept
10610862145,218,Refer
10881904881,288,Refer
10503680927,230,Refer
10220433924,209,Refer
10066673311,322,Accept
10567374698,151,Refer
10686040179,289,Refer
10963752821,227,Refer
10546340812,149,Refer
10776581999,361,Accept
10160603233,263,Refer
10964559378,309,Accept
10595868733,261,Refer
10586246007,364,Accept
10039169864,385,Accept
10223159036,94,Reject
10825090593,203,Refer
10598415597,168,Refer
10595346914,195,Refer
10212661447,265,Refer
10496384552,94,Reject
10378887349,264,Refer
10931763676,351,Accept
10641321167,212,Refer
10193177336,304,Accept
10196674951,244,Refer
10319662228,360,Accept
10760719567,190,Refer
10247468700,128,Reject
10241201278,99,Reject
10268755505,320,Accept
10843132941,287,Refer
10463357230,362,Accept
10771730590,417,Accept
10944857514,146,Refer
10303609116,388,Accept
10572305838,91,Reject
10165932075,278,Refer
10637960646,267,Refer
10714440989,255,Refer
10254847990,56,Reject
10568204156,302,Accept
10451345110,291,Refer
10425391739,289,Refer
10691641714,373,Accept
10262924489,135,Reject
10781847371,291,Refer
10039049979,204,Refer
10673527377,466,Accept
10122089352,261,Refer
10531972710,391,Accept
10387188364,416,Accept
10444891609,305,Accept
10829822566,344,Accept
10305460012,182,Refer
10376663420,127,Reject
10958859093,326,Accept
10681990417,291,Refer
10574415785,278,Refer
10975754213,292,Refer
10329250608,341,Accept
10746913707,296,Refer
10967696712,224,Refer
10178246248,311,Accept
10429869671,264,Refer
10779588244,184,Refer
10998577851,245,Refer
10609329972,133,Reject
10811331576,130,Reject
10103755081,329,Accept
10486393864,179,Refer
10385885984,274,Refer
10042801450,168,Refer
10274672930,204,Refer
10057292862,168,Refer
10624757489,152,Refer
10725215821,364,Accept
10133389436,373,Accept
10479251772,297,Refer
10407899578,152,Refer
10857743474,184,Refer
10793286678,281,Refer
10672639789,121,Reject
10335804381,234,Refer
10294877916,397,Accept
10528358837,309,Accept
10619537544,304,Accept
10763792518,209,Refer
10191518297,128,Reject
10483427632,185,Refer
10773967024,332,Accept
10709918416,304,Accept
10774205389,245,Refer
10946062308,355,Accept
10268724364,40,Reject
10330924677,300,Refer
10328539316,250,Refer
10254538506,225,Refer
10326240728,286,Refer
10971516505,309,Accept
10181803247,386,Accept
10738761453,363,Accept
10736743004,169,Refer
10388252624,270,Refer
10251250370,293,Refer
10298714476,171,Refer
10770722441,202,Refer
10519545551,342,Accept
10261057862,231,Refer
10616923876,285,Refer
10682533012,190,Refer
10992851648,223,Refer
10150938728,177,Refer
10475405261,373,Accept
10911259140,202,Refer
10669820272,363,Accept
10162551707,297,Refer
10227549587,375,Accept
10293828863,158,Refer
10956084669,247,Refer
10159893736,257,Refer
10621598991,351,Accept
10371547766,233,Refer
10914261657,310,Accept
10692234528,385,Accept
10770341846,319,Accept
10229884987,344,Accept
10722719991,210,Refer
10649310235,358,Accept
10445423676,321,Accept
10412991901,375,Accept
10345844130,99,Reject
10273389724,221,Refer
10824909615,149,Refer
10996177055,40,Reject
10106727490,311,Accept
10394586780,332,Accept
10689770549,250,Refer
10429703967,220,Refer
10801337508,385,Accept
10975521167,244,Refer
10935515732,334,Accept
10385295405,82,Reject
10762561351,316,Accept
10796743184,225,Refer
10638669835,196,Refer
10757586311,233,Refer
10239757320,239,Refer
10227708381,373,Accept
10019708270,297,Refer
10818963381,98,Reject
10222460644,321,Accept
10450845568,119,Reject
10166355045,358,Accept
10878715783,417,Accept
10746674255,299,Refer
10629150077,407,Accept
10994269634,92,Reject
10315213336,311,Accept
10764049582,289,Refer
10602620962,153,Refer
10166389832,211,Refer
10350208120,299,Refer
10837664261,314,Accept
10731154026,213,Refer
10395823313,168,Refer
10516916010,210,Refer
10980331158,337,Accept
10979538318,361,Accept
10039827039,293,Refer
10047512434,289,Refer
10786511036,237,Refer
10004122649,214,Refer
10190282876,134,Reject
10889376196,373,Accept
10563218075,305,Accept
10857874371,211,Refer
10405747887,391,Accept
10721112133,203,Refer
10409711314,375,Accept
10599581724,248,Refer
10471039093,185,Refer
10576725610,365,Accept
10150730844,361,Accept
10617675935,302,Accept
10499715141,401,Accept
10314956324,373,Accept
10938903378,330,Accept
10520730164,340,Accept
10266632348,162,Refer
10787504360,296,Refer
10674275701,275,Refer
10463359722,335,Accept
10420928481,297,Refer
10259074458,140,Refer
10943137845,113,Reject
10884237233,124,Reject
10734135720,278,Refer
10901788074,361,Accept
10550369019,156,Refer
10715929723,150,Refer
10362066314,328,Accept
10521057011,391,Accept
10404439451,242,Refer
10330096036,246,Refer
10266754201,204,Refer
10022321276,373,Accept
10329391613,119,Reject
10280683870,375,Accept
10755213530,317,Accept
10761601705,212,Refer
10590740635,366,Accept
10003111469,227,Refer
10009216865,322,Accept
10877714525,144,Refer
10578252859,278,Refer
10656203077,96,Reject
10917600618,385,Accept
10636174213,219,Refer
10022962959,287,Refer
10393620617,245,Refer
10166914697,195,Refer
10878854218,215,Refer
10205973578,340,Accept
10207451459,233,Refer
10546334158,351,Accept
10771504677,340,Accept
10885123686,385,Accept
10333923293,195,Refer
10805213707,288,Refer
10665053060,182,Refer
10735624686,312,Accept
10832166742,42,Reject
10406918486,301,Refer
10020639498,287,Refer
10578438525,226,Refer
10265379395,352,Accept
10667251824,331,Accept
10598397404,279,Refer
10003380603,283,Refer
10962492027,309,Accept
10841961583,340,Accept
10583279333,161,Refer
10274642638,239,Refer
10031567649,73,Reject
10256983365,259,Refer
10388281962,330,Accept
10161166570,225,Refer
10417354569,243,Refer
10476830822,135,Reject
10538361219,368,Accept
10472361576,178,Refer
10639785788,221,Refer
10003874525,389,Accept
10205556450,191,Refer
10141061255,254,Refer
10845027720,192,Refer
10726811349,310,Accept
10187471799,241,Refer
10010960857,167,Refer
10004038917,344,Accept
10725754983,259,Refer
10438094380,185,Refer
10471112650,165,Refer
10305900044,250,Refer
10500645856,105,Reject
10451122425,347,Accept
10836032016,236,Refer
10456190106,373,Accept
10281432978,366,Accept
10099068099,247,Refer
10248962450,276,Refer
10486968475,340,Accept
10115302906,297,Refer
10648028492,276,Refer
10361128670,199,Refer
10709384336,197,Refer
10250652801,133,Reject
10517925919,215,Refer
10650598454,328,Accept
10677914337,214,Refer
10117918409,374,Accept
10325249522,297,Refer
10048644096,168,Refer
10850044972,352,Accept
10373862991,236,Refer
10718278247,130,Reject
10009333187,313,Accept
10815873965,221,Refer
10243245554,226,Refer
10277317300,310,Accept
10068359330,363,Accept
10550172584,401,Accept
10573833235,270,Refer
10796739033,405,Accept
10614898393,267,Refer
10514619283,140,Refer
10590304834,202,Refer
10346072644,156,Refer
10801881037,309,Accept
10700859093,216,Refer
10990705100,271,Refer
10810969735,150,Refer
10906564410,258,Refer
10692952020,146,Refer
10303620513,113,Reject
10262554083,309,Accept
10604521299,146,Refer
10000905687,248,Refer
10976488959,297,Refer
10904586103,223,Refer
10876263949,228,Refer
10771438187,190,Refer
10291931264,106,Reject
10242663994,112,Reject
10204021536,373,Accept
10749066561,113,Reject
10594019086,287,Refer
10635205210,385,Accept
10023008131,240,Refer
10192329232,175,Refer
10432937338,289,Refer
10183981698,266,Refer
10141239388,336,Accept
10637856974,205,Refer
10019058636,350,Accept
10309095404,271,Refer
10494034252,255,Refer
10142043589,350,Accept
10154905323,173,Refer
10280978790,168,Refer
10100473904,91,Reject
10752781516,225,Refer
10254587877,438,Accept
10762582866,250,Refer
10961963041,351,Accept
10966101835,165,Refer
10150190723,259,Refer
10159734296,250,Refer
10113759158,216,Refer
10469641674,277,Refer
10649461223,212,Refer
10078723292,262,Refer
10731368203,363,Accept
10845055854,192,Refer
10436307940,72,Reject
10603962915,255,Refer
10931280414,262,Refer
10283072897,217,Refer
10397501560,40,Reject
10994593690,372,Accept
10474625452,234,Refer
10395888988,237,Refer
10395026517,363,Accept
10567222499,330,Accept
10072109425,300,Refer
10295263127,212,Refer
10635817182,112,Reject
10340817030,385,Accept
10203204501,344,Accept
10667757941,352,Accept
10321486660,221,Refer
10024779793,297,Refer
10761881767,28,Reject
10646505398,385,Accept
10208618599,221,Refer
10311294673,385,Accept
10708878708,190,Refer
10721641039,373,Accept
10360596867,162,Refer
10398953946,240,Refer
10357297964,161,Refer
10818341629,222,Refer
10489755915,101,Reject
10106685252,373,Accept
10514675486,240,Refer
10766454387,139,Refer
10872838467,389,Accept
10549600232,401,Accept
10343968474,166,Refer
10809191010,257,Refer
10783590020,158,Refer
10911101272,385,Accept
10049201082,171,Refer
10684436128,225,Refer
10206022973,332,Accept
10905597463,357,Accept
10013946346,183,Refer
10238807310,211,Refer
10938057984,82,Reject
10969962369,392,Accept
10740249817,351,Accept
10332892489,250,Refer
10896441207,321,Accept
10288140120,260,Refer
10647122179,69,Reject
10343635957,241,Refer
10566736270,361,Accept
10025572479,297,Refer
10491684505,216,Refer
10108121218,233,Refer
10106219532,332,Accept
10794952256,222,Refer
10512768576,216,Refer
10272086927,373,Accept
10784333698,370,Accept
10552587864,380,Accept
10672189590,366,Accept
10620858029,134,Reject
10270699298,200,Refer
10383984502,210,Refer
10597144352,86,Reject
10554576350,330,Accept
10861178861,197,Refer
10192416200,64,Reject
10837368117,401,Accept
10316087622,385,Accept
10317266530,385,Accept
10544036480,255,Refer
10031744201,154,Refer
10845478660,134,Reject
10723738596,219,Refer
10793982955,174,Refer
10864448888,61,Reject
10848786431,324,Accept
10919503260,273,Refer
10951392942,352,Accept
10734557970,385,Accept
10043356551,269,Refer
10262159921,207,Refer
10364665514,169,Refer
10840510100,328,Accept
10960474510,29,Reject
10152285759,299,Refer
10155496026,265,Refer
10029631293,70,Reject
10941430393,308,Accept
10468616847,314,Accept
10388268021,299,Refer
10994209104,375,Accept
10174344979,206,Refer
10949396299,261,Refer
10731279961,64,Reject
10427592361,240,Refer
10407817867,271,Refer
10733632059,245,Refer
10561295587,276,Refer
10484005573,179,Refer
10531303946,171,Refer
10196015100,166,Refer
10306095841,321,Accept
10558160556,156,Refer
10092298981,236,Refer
10607903840,248,Refer
10999497339,321,Accept
10864485827,363,Accept
10652640144,192,Refer
10648885917,233,Refer
10720829415,237,Refer
10514807212,182,Refer
10533333988,321,Accept
10365542995,239,Refer
10146262262,303,Accept
10175420966,309,Accept
10923996001,223,Refer
10728609609,240,Refer
10779299952,338,Accept
10862198352,223,Refer
10844541569,210,Refer
10826237255,157,Refer
10239897943,292,Refer
10237706726,271,Refer
10021704493,233,Refer
10116152668,291,Refer
10336868977,251,Refer
10587644285,283,Refer
10306520082,203,Refer
10755092596,385,Accept
10566438667,182,Refer
10924003293,126,Reject
10405563540,124,Reject
10508127912,366,Accept
10277675029,122,Reject
10793680533,140,Refer
10388994921,333,Accept
10536443196,308,Accept
10243061756,310,Accept
10067782388,78,Reject
10297164591,352,Accept
10754481282,44,Reject
10426022726,272,Refer
10790271047,195,Refer
10752515623,321,Accept
10542185551,102,Reject
10083634913,181,Refer
10161148640,159,Refer
10922534743,301,Refer
10064384960,321,Accept
10799314501,281,Refer
10577562835,321,Accept
10166926434,161,Refer
10743816465,221,Refer
10401219298,332,Accept
10713546604,204,Refer
10689509394,249,Refer
10663882892,388,Accept
10558615078,401,Accept
10840341664,262,Refer
10216486360,209,Refer
10653528359,154,Refer
10880791767,373,Accept
10207528135,309,Accept
10650928256,199,Refer
10232723620,299,Refer
10605355843,347,Accept
10628984569,191,Refer
10092928002,237,Refer
10948078630,301,Refer
10575069572,337,Accept
10230978255,328,Accept
10336809636,199,Refer
10651702368,214,Refer
10758128929,296,Refer
10024879302,230,Refer
10458702875,190,Refer
10722451557,309,Accept
10969705672,220,Refer
10775525741,271,Refer
10311765763,373,Accept
10752260605,231,Refer
10693776783,124,Reject
10069537652,225,Refer
10994581592,310,Accept
10441662886,196,Refer
10252208407,162,Refer
10915020853,243,Refer
10063337073,321,Accept
10029827637,275,Refer
10969026595,268,Refer
10012690629,144,Refer
10455221687,297,Refer
10811745591,71,Reject
10079139043,117,Reject
10777080453,466,Accept
10179835969,239,Refer
10847777376,269,Refer
10530231141,278,Refer
10970126891,304,Accept
10610919650,283,Refer
10718005753,419,Accept
10324959011,164,Refer
10197756821,271,Refer
10476928426,321,Accept
10833638954,141,Refer
10148816711,281,Refer
10677805791,153,Refer
10613751574,274,Refer
10476463631,276,Refer
10453326786,202,Refer
10724340849,246,Refer
10538748220,355,Accept
10372248226,321,Accept
10376617367,51,Reject
10402580188,369,Accept
10392634127,241,Refer
10863841357,217,Refer
10029904393,201,Refer
10056589194,152,Refer
10654106146,466,Accept
10128303140,321,Accept
10403431097,309,Accept
10665783824,314,Accept
10527230924,246,Refer
10268571606,257,Refer
10897175226,263,Refer
10318460307,188,Refer
10158980110,289,Refer
10944655518,160,Refer
10600405395,379,Accept
10067494301,407,Accept
10860692527,70,Reject
10865649725,168,Refer
10074627060,216,Refer
10550919256,454,Accept
10018895732,354,Accept
10339549452,241,Refer
10981806340,146,Refer
10577782794,239,Refer
10534657861,190,Refer
10770044975,271,Refer
10388996444,373,Accept
10430368278,309,Accept
10126346014,352,Accept
10222847168,183,Refer
10506134968,363,Accept
10942534978,246,Refer
10334827076,272,Refer
10930415904,330,Accept
10799034267,128,Reject
10643007434,250,Refer
10246147042,249,Refer
10995509706,307,Accept
10697039296,315,Accept
10848208049,300,Refer
10321609329,286,Refer
10779383295,382,Accept
10044239301,304,Accept
10449321612,64,Reject
10947108828,237,Refer
10655006455,257,Refer
10181742057,265,Refer
10107520483,330,Accept
10043819950,299,Refer
10762302662,279,Refer
10689408784,332,Accept
10753083198,322,Accept
10468372497,309,Accept
10400804060,150,Refer
10196354003,170,Refer
10509671004,309,Accept
10285909712,391,Accept
10926434322,297,Refer
10298041227,307,Accept
10727844427,266,Refer
10060460652,211,Refer
10568716887,385,Accept
10635514486,137,Reject
10733226338,314,Accept
10162723503,264,Refer
10786971173,112,Reject
10896669030,373,Accept
10435162009,342,Accept
10489036977,192,Refer
10053922443,274,Refer
10743573994,212,Refer
10070334319,229,Refer
10674555207,154,Refer
10346728979,215,Refer
10532066433,385,Accept
10572507570,321,Accept
10773556827,258,Refer
10198339667,213,Refer
10739082466,307,Accept
10139295836,363,Accept
10611119456,249,Refer
10987592959,212,Refer
10953015238,337,Accept
10233339565,230,Refer
10822187934,288,Refer
10819592894,281,Refer
10570703095,391,Accept
10730518984,170,Refer
10014529201,235,Refer
10262378354,236,Refer
10748490297,299,Refer
10759265483,270,Refer
10979062391,373,Accept
10187180791,283,Refer
10934181574,342,Accept
10620531532,313,Accept
10837559429,115,Reject
10713109293,71,Reject
10848503841,321,Accept
10920950539,373,Accept
10535872756,373,Accept
10143761950,342,Accept
10326975656,373,Accept
10823258669,412,Accept
10001119900,162,Refer
10504725762,211,Refer
10344877641,373,Accept
10548810738,352,Accept
10098378616,279,Refer
10013820883,123,Reject
10626585788,190,Refer
10423706947,152,Refer
10446774451,140,Refer
10083251755,309,Accept
10673703711,266,Refer
10952958589,363,Accept
10180115374,250,Refer
10716578926,366,Accept
10450940508,354,Accept
10743756031,258,Refer
10766486769,299,Refer
10927787562,273,Refer
10366356888,366,Accept
10668616171,167,Refer
10735468023,152,Refer
10028132775,262,Refer
10427256372,292,Refer
10593479728,257,Refer
10408873216,308,Accept
10247724670,113,Reject
10281308812,330,Accept
10208714043,363,Accept
10866312657,362,Accept
10401436471,276,Refer
10972867801,138,Refer
10239214318,147,Refer
10297244334,370,Accept
10748092655,340,Accept
10336676863,297,Refer
10256071898,373,Accept
10865403292,213,Refer
10834298133,373,Accept
10888398949,301,Refer
10112134511,261,Refer
10500876134,142,Refer
10224090324,351,Accept
10494582754,342,Accept
10459248609,146,Refer
10555745651,109,Reject
10620605533,346,Accept
10241529243,189,Refer
10243956756,271,Refer
10353670220,237,Refer
10515283105,239,Refer
10139538434,225,Refer
10067367512,279,Refer
10017029430,169,Refer
10918676841,168,Refer
10160983771,297,Refer
10376381254,294,Refer
10531552044,219,Refer
10599736151,343,Accept
10359812642,315,Accept
10188496186,203,Refer
10054964648,326,Accept
10178875093,373,Accept
10602668357,352,Accept
10666184353,330,Accept
10602562681,163,Refer
10175721766,94,Reject
10141595901,350,Accept
10557253585,245,Refer
10213762442,162,Refer
10710405684,288,Refer
10065626887,77,Reject
10786676045,297,Refer
10060391813,311,Accept
10327619546,315,Accept
10846377553,204,Refer
10228268757,267,Refer
10204176662,338,Accept
10126595218,379,Accept
10619320339,91,Reject
10462529587,103,Reject
10190982734,311,Accept
10815478073,315,Accept
10345977330,245,Refer
10529530842,313,Accept
10681501427,270,Refer
10249610915,164,Refer
10333537973,373,Accept
10148544643,271,Refer
10852305048,373,Accept
10903203172,38,Reject
10453354283,287,Refer
10011791389,161,Refer
10740413193,389,Accept
10244807143,288,Refer
10986553683,49,Reject
10403711845,254,Refer
10024692946,330,Accept
10207244828,311,Accept
10261939182,324,Accept
10943372407,208,Refer
10069950462,297,Refer
10648798054,380,Accept
10577367516,310,Accept
10512263898,327,Accept
10843191623,241,Refer
10531962783,265,Refer
10679572679,283,Refer
10682225070,227,Refer
10325800411,304,Accept
10985740563,188,Refer
10522712000,312,Accept
10901354711,320,Accept
10490346011,305,Accept
10250075859,180,Refer
10935850907,388,Accept
10849969684,36,Reject
10348275545,185,Refer
10570966004,326,Accept
10943796887,222,Refer
10204267268,265,Refer
10884467850,207,Refer
10429707029,284,Refer
10946517588,211,Refer
10427509711,381,Accept
10740149504,289,Refer
10888433526,120,Reject
10676344546,92,Reject
10885024792,123,Reject
10233752576,411,Accept
10826183828,231,Refer
10557503757,264,Refer
10580976653,125,Reject
10896816000,117,Reject
10142606068,311,Accept
10203192372,115,Reject
10197278535,299,Refer
10861347591,368,Accept
10182947501,280,Refer
10128108650,61,Reject
10632089979,363,Accept
10928415828,279,Refer
10289528167,50,Reject
10568361618,318,Accept
10468124616,147,Refer
10701786422,168,Refer
10938981472,148,Refer
10518305167,141,Refer
10984979220,309,Accept
10252553869,401,Accept
10258521352,330,Accept
10346649688,363,Accept
10313108761,163,Refer
10391355821,321,Accept
10666968006,279,Refer
10408891620,352,Accept
10915318073,152,Refer
10511533308,196,Refer
10019092732,125,Reject
10624790190,310,Accept
10707097232,140,Refer
10477302431,169,Refer
10298635527,267,Refer
10938950190,412,Accept
10665837960,261,Refer
10934217542,260,Refer
10244945508,216,Refer
10484833140,267,Refer
10775501198,170,Refer
10437836920,363,Accept
10329836873,337,Accept
10061575049,276,Refer
10736293889,344,Accept
10456082300,373,Accept
10848658948,204,Refer
10560401665,285,Refer
10351418678,33,Reject
10552255168,278,Refer
10393294130,238,Refer
10619340932,248,Refer
10018578473,322,Accept
10845449099,362,Accept
10963779974,171,Refer
10245430080,178,Refer
10145232974,226,Refer
10769566189,204,Refer
10247473071,153,Refer
10630950353,392,Accept
10407869345,75,Reject
10721192550,212,Refer
10737044729,412,Accept
10552192414,246,Refer
10005994988,454,Accept
10286230597,380,Accept
10405737463,261,Refer
10895190147,85,Reject
10600626710,186,Refer
10791685225,291,Refer
10989020492,197,Refer
10915738934,241,Refer
10164286717,242,Refer
10431870329,183,Refer
10213631766,363,Accept
10710210935,100,Reject
10028612803,41,Reject
10537515917,146,Refer
10226522328,237,Refer
10270283403,170,Refer
10425453754,375,Accept
10847310309,61,Reject
10243002711,104,Reject
10108897278,81,Reject
10824401885,158,Refer
10935794446,182,Refer
10361413505,278,Refer
10609953143,176,Refer
10843686720,373,Accept
10674666125,241,Refer
10842537928,194,Refer
10052532089,293,Refer
10007595658,330,Accept
10382851414,227,Refer
10903608355,417,Accept
10381126848,314,Accept
10035123223,385,Accept
10772520433,290,Refer
10269327961,157,Refer
10442568150,375,Accept
10983069272,82,Reject
10273916958,260,Refer
10410708938,444,Accept
10684793808,314,Accept
10867938262,278,Refer
10877167281,301,Refer
10816914328,304,Accept
10820925552,289,Refer
10874912266,354,Accept
10733014702,48,Reject
10706791486,230,Refer
10474809825,299,Refer
10284831855,37,Reject
10107238773,68,Reject
10371852631,265,Refer
10441039821,162,Refer
10492793174,318,Accept
10488124217,177,Refer
10346700174,255,Refer
10000769019,262,Refer
10242702710,266,Refer
10603595052,249,Refer
10001811965,268,Refer
10385158817,258,Refer
10924551842,283,Refer
10154855369,287,Refer
10008682261,264,Refer
10062696925,258,Refer
10348109145,124,Reject
10790560327,363,Accept
10472349191,373,Accept
10941389765,278,Refer
10186249660,185,Refer
10231846651,315,Accept
10942493164,101,Reject
10740767232,237,Refer
10433928832,212,Refer
10053742812,168,Refer
10175450175,241,Refer
10173736458,167,Refer
10347317373,238,Refer
10405857112,226,Refer
10702239466,297,Refer
10482158309,250,Refer
10084322416,225,Refer
10675147529,123,Reject
10470236258,241,Refer
10322559802,297,Refer
10943827762,346,Accept
10292043075,254,Refer
10984920768,212,Refer
10445693325,280,Refer
10530734863,199,Refer
10853136265,147,Refer
10223599794,380,Accept
10888981035,98,Reject
10002046306,351,Accept
10046522596,299,Refer
10829356611,394,Accept
10105732853,361,Accept
10429448737,335,Accept
10485203826,162,Refer
10434010733,352,Accept
10489189312,318,Accept
10095912776,110,Reject
10154176188,329,Accept
10025361644,254,Refer
10315786415,250,Refer
10609651647,272,Refer
10979239092,206,Refer
10549198548,378,Accept
10772345773,308,Accept
10128000640,277,Refer
10923202736,385,Accept
10092996080,268,Refer
10800321264,374,Accept
10991953489,207,Refer
10911560686,349,Accept
10788267036,401,Accept
10975039431,110,Reject
10562523174,267,Refer
10784579805,385,Accept
10884151370,189,Refer
10421903008,330,Accept
10168395898,227,Refer
10273913687,186,Refer
10177432895,236,Refer
10231919334,354,Accept
10468032760,256,Refer
10811190771,156,Refer
10048076342,294,Refer
10400818133,281,Refer
10117316039,288,Refer
10582204249,338,Accept
10565042800,245,Refer
10580362413,373,Accept
10739613275,314,Accept
10587869279,326,Accept
10603508059,102,Reject
10040660006,327,Accept
10923822286,152,Refer
10051874908,363,Accept
10058901344,340,Accept
10762891434,101,Reject
10256347216,306,Accept
10761117518,238,Refer
10349039719,373,Accept
10804789571,205,Refer
10496463110,270,Refer
10711119715,168,Refer
10581309513,292,Refer
10986596191,361,Accept
10806778367,318,Accept
10134581945,254,Refer
10253121906,377,Accept
10757661991,273,Refer
10918808536,206,Refer
10431603660,293,Refer
10801886148,361,Accept
10341829927,162,Refer
10795572601,212,Refer
10068345948,201,Refer
10696986747,209,Refer
10275217699,206,Refer
10164736003,49,Reject
10408820844,218,Refer
10019912850,181,Refer
10113971684,363,Accept
10176325553,337,Accept
10427028478,231,Refer
10300254782,124,Reject
10286513920,208,Refer
10216642608,187,Refer
10542342460,364,Accept
